PREFIX,ITEM,DESCRIPTION,WEIGHT
SW76,SPLB4,SAF-PRIMARY LOAD BEAM 4',
020,SPLICEBA,S-SIDED BASE ANCHOR SPLICE,12
SW10,SPP6,SNAPPY PLYWOOD PLATFORM,27
220,SPS01,PSCO POST SHORE #1,50
220,SPS02,PSCO POST SHORE #2,52
220,SPS03,PSCO POST SHORE #3,58
220,SPS04,PSCO POST SHORE #4,71
07,SPS1L,(2045) REPAIR LOWER F/ SPS01/2/3,28
07,SPS1U,(2045) REPAIR UPPER F/ SPS01,16
07,SPS2U,(2045) REPAIR UPPER F/ SPS02,18
07,SPS3U,(2045) REPAIR UPPER F/ SPS03,24
07,SPS4L,(2045) REPAIR LOWER F/ SPS04,33
07,SPS4U,(2045) REPAIR UPPER F/ SPS04,32
07,SPS50,(2045) REPAIR RING/PIN/CHAIN SET F/ SPS POSTS,1
07,SPS51,(2045) REPAIR COLLAR W/ HANDLE F/ SPS POSTS,5
SW10,SPSW,SNAP LOCK PIN,0.1
05,SPTP,SHORING PIGTAIL PIN,0.33
220,SPW02,SPW POST SHORE #2,44
220,SPW03,SPW POST SHORE #3,48
220,SPW04,SPW POST SHORE #4,55
07,SPW2L,(2045) REPAIR LOWER F/ SPW02/3/4,25
07,SPW2U,(2045) REPAIR UPPER F/ SPW02,19
07,SPW3U,(2045) REPAIR UPPER F/ SPW03,23
07,SPW4U,(2045) REPAIR UPPER F/ SPW04,30
267,SR0111070,"WALER DU-120/0,7",9.1
267,SR0111100,WALER DU-120/1                ,58.3
267,SR0111150,WALER DU-120/1.5,87.12
267,SR0111350,"WALER DU-120/3,5              ",204.6
260,SR0121000,"HANDRAIL POST D50/1,5         ",15.84
261,SR0121003,WALKWAY BRACKET (2-M18 X 200+P),27.28
267,SR0121004,HANDRAIL SOCKET D50,6.38
267,SR0121004NA,HANDRAIL SOCKET D50,6.38
260,SR0122002,TUBE 40X40X3 L=400 (D18)      ,3.06
260,SR0122424,"COMPENSATION PLATE H=4,2X0,5  ",165
260,SR01230100,TIE ROD 15/1,3.08
258,SR0200600,STEEL TUBE 48/6,44
267,SR0212100,"PUSH PULL 1"" 0,36-0,52 (D20)",5.28
07,SR0212125,"TENSOR 1,5"" 0,44-0,66(D20)",13.64
263,SR0230000,WING NUT 15,0.33
263,SR0230001,HEXAGONAL NUT DW15 30X50,0.48
07,SR0230003,HEX COUPLER DW15 30X104,0.97
263,SR0230004,WATER STOP DW15               ,1.32
07,SR0230005,FIX ANCHOR DW15               ,1.23
263,SR0230010,DW15/DW15 ANCHORING CONE,1.91
263,SR0230050,TIE ROD 15/.5,1.58
263,SR0230100,TIE ROD 15/1,3.08
267,SR0230111,"TIE ROD 15/0,11",0.35
260,SR0230116,"TIE ROD 15/0,16",0.5
263,SR0230120,"TIE ROD 15/1,2",4.4
260,SR0230150,TIE ROD 15/1.5,5.5
263,SR0230200,TIE ROD 15/2,9
263,SR0230250,TIE ROD 15/2.5,7.24
263,SR0230300,TIE ROD 15/3,4.3
263,SR0230350,"TIE ROD 15/3,5",11
260,SR0230400,TIE ROD 15/4,12.67
263,SR0230500,TIE ROD 15/5,7.2
263,SR0230600,TIE ROD 15/6,19
267,SR0234016,"TIE ROD 20/0,16",0.88
267,SR0234020,TIE ROD 20/0.2,1.21
263,SR0234025,TIE ROD DW 20/.25,1.43
258,SR0234033,TIE ROD 20/0.33,1.9
267,SR0234041,"TIE ROD 20/0,41",5.28
263,SR0234050,TIE ROD 20/0.5,2.86
263,SR0234100,TIE ROD 20/1,5.64
263,SR0234120,"TIE ROD 20/1,2                ",6.75
263,SR0234150,TIE ROD 20/1.5,10.25
263,SR0234200,TIE ROD 20/2,11.22
263,SR0234600,TIE ROD 20/6                  ,33.79
07,SR0238025,FIXED ANCHOR DW20,2.15
07,SR0238036,"ANCHOR DW 26,5",3.09
267,SR0238043,CLIMBING RING NT20,3.57
260,SR0238044,ANCHORAGE CONE DW20/DW20      ,2.09
260,SR0238045,CONE POSITIONER M30,0.7
267,SR0238050,CONE DW20/M30,4.4
258,SR0238060,CONE DW26/M36,3.1
257,SR0238065,CONE POSITIONER M36,1
07,SR0240600,NUT M6 DIN-934-5.6        ,0.02
263,SR0240608,DO NOT USE - NUT M16 DIN-985-8.8,0.06
07,SR0241000,NUT M10 DIN 934-5.6,0.02
07,SR0241001,ARANDELA A10 DIN-125,0.02
263,SR0241050,HEXAGONAL SCREW M10X50 DIN .933,0.09
260,SR0241051,BOLT M10X50 DIN 933-8.8,0.09
07,SR0241090,BOLT M10X90 DIN-931-5.6,0.15
07,SR0241200,NUT M12 DIN-934-5.6,0.04
07,SR0241201,WASHER A12 DIN-125,0.02
07,SR0241204,NUT M12 DIN-934-8.8,0.02
07,SR0241230,BOLT M12X30 DIN-933-8.8,0.04
263,SR0241240,BOLT M12X40 DIN-933-5.6,0.05
07,SR0241250,BOLT M12X50 DIN-933-5.6,0.13
263,SR0241400,NUT M14 DIN-934-8.8,0.07
263,SR0241440,BOLT M14X40 DIN-933-8.8,0.15
07,SR0241600,NUT M16 DIN-934-8.8        ,0.07
07,SR0241601,WASHER A16 DIN-125,0.02
07,SR0241608,NUT M16 DIN-985-8.8,0.07
07,SR0241610,BOLT M16X100 DIN-931-8.8  ,0.42
263,SR0241612,BOLT M16X120 DIN-931-8.8,0.47
263,SR0241614,BOLT M16X140 DIN-931-8.8,0.54
07,SR0241616,BOLT M16X160 DIN-931-8.8  ,0.62
263,SR0241618,BOLT M16X180 DIN-931-8.8,0.68
263,SR0241640,BOLT M16X40 DIN-933-8.8,0.19
07,SR0241650,BOLT M16X50 DIN-933-8.8   ,0.24
263,SR0241660,BOLT M16X60 DIN-933-8.8,0.27
260,SR0241670,BOLT M16X70 DIN-933-8.8   ,0.31
263,SR0241680,BOLT M16X80 DIN-933-8.8,0.35
07,SR0241690,BOLT M16X90 DIN-931-8.8  ,0.38
07,SR0241800,NUT M18 DIN-934-8.8,0.11
07,SR0241801,WASHER A18 DIN-125,0.04
07,SR0241810,BOLT M18X100 DIN-931-8.8  ,0.53
07,SR0241812,BOLT M18X120 DIN-931-8.8      ,0.62
260,SR0241813,BOLT M18X130 DIN-931-8.8      ,0.65
07,SR0241814,BOLT M18X140 DIN-931-8.8,0.7
07,SR0241880,BOLT M18X80 DIN-931-8.8,0.44
07,SR0242000,NUT M20 DIN-934-8.8           ,0.13
07,SR0242001,WASHER A20 DIN-125            ,0.04
07,SR0242008,NUT M20 DIN-985-8.8,0.15
07,SR0242010,BOLT M20X100 DIN-931-8.8,0.66
07,SR0242012,BOLT M20X120 DIN-931-8.8,0.77
07,SR0242013,BOLT M20X130 DIN-931-8.8      ,0.81
260,SR0242016,BOLT M20X160 DIN-931-8.8,0.99
07,SR0242018,BOLT M20X180 DIN-931-8.8      ,1.09
07,SR0242050,BOLT M20X50 DIN-933-8.8,0.18
07,SR0242060,BOLT M20X60 DIN-933-8.8       ,0.46
07,SR0242070,BOLT M20X70 DIN-933-88,0.23
07,SR0242080,BOLT M20X80 DIN-931-8.8       ,0.57
07,SR0242090,BOLT M20X90 DIN-931-8.8,0.61
07,SR0242400,HEX NUT M24 DIN-934-8.8       ,0.24
07,SR0242401,WASHER A25 DIN-125,0.07
260,SR0242402,LOCK WASHER 24                ,0.29
07,SR0242460,BOLT M24X60 DIN-933-8.8,0.66
260,SR0242480,BOLT M24X80 DIN-931-8.8,0.84
07,SR0243000,NUT M30 DIN-935-8.8,0.49
07,SR0243001,WASHER A30 DIN-125,0.11
260,SR0243010,BOLT M30X100 DIN-933-8.8,1.61
07,SR0243013,BOLT M30X130 DIN-931-10.9 (PAV),2.02
260,SR0243016,BOLT M30X160 DIN-931-8.8,2.4
260,SR0243018,BOLT M30X180 DIN-931-8.8,2.64
260,SR0243026,BOLT M30X120 DIN-931-8.8,1.98
260,SR0243060,BOLT M30X60 DIN-933-8.8,1.19
260,SR0243080,BOLT M30X80 DIN-931-8.8,1.52
260,SR0243600,NUT M36 DIN-934-8.8,0.86
260,SR0243601,WASHER A36 DIN-125,0.22
260,SR0243614,BOLT M36X140 DIN-933-8.8,3.08
260,SR0249031,"TORNILLO M16X220 DIN-931 8,8",0.81
260,SR0249034,"BOLT M30X250 DIN931-8,8",3.48
260,SR0249035,BOLT M20X90 DIN-931-10.9,0.61
07,SR0249036,"BOLT M6X40 DIN-963-5,6  ",0.02
257,SR0249037,BOLT M30X160 DIN-931-10.9,1.17
07,SR0249911,SCREW 6X60 DIN 7505-A,0.01
07,SR0250000,COTTER PIN R/5,0.07
07,SR0251814,PIN D18 X 140,0.66
07,SR0251814NA,PIN D18 X 140,0.66
263,SR0252000,PIN D20X70,0.14
267,SR0252070,PIN E20X70,0.64
267,SR0252070NA,PIN E20X70,0.64
07,SR0252416,PIN C 24X150-6.8              ,1.23
07,SR0252416NA,PIN C 24X150-6.8              ,1.23
260,SR0253212,R/B PIPE BRACE PIN D32X120    ,1.98
07,SR0253215,PIN D32X150                   ,2.31
258,SR0260000,CLAMP M20X330 (2P-100X100),7
07,SR0260001,CLAMP M20X330 (2P-150X150)    ,13.46
07,SR0260003,JAW UNION 20/M20,1.3
07,SR0260006,JOINT CLAMP 16/70,4
267,SR0260505,SIMPLE BRACING                ,7.48
07,SR0261004,CLAMP 150X150X15 (D30),5.94
255,SR027288,MULTIPROP MP120 (.80-1.20M),22.92
255,SR027289,MULTIPROP MP250 (1.45-2.50M),33.07
255,SR027290,MULTIPROP MP350 (1.95-3.50M),41.45
255,SR027291,MULTIPROP MP480 (2.60-4.80M),52.47
255,SR027305,MULTIPROP MP625 (4.30-6.25M),74.07
267,SR0302020,R/B BOTTOM SUPPORT JACK TR53X6,23.76
267,SR0302022,R/B BOTTOM SUPPORT BRAC TR53X6,26.84
260,SR0306001,GP BOX-OUT                    ,3.3
267,SR0306002,GP RETRIEVABLE BOX-OUT        ,13.64
267,SR0306002NA,GP RETRIEVABLE BOX-OUT        ,13.64
260,SR0306003,CHAIN 2G LT/842 (2 TN),5.17
260,SR0306005,PLATE (250X250X4)             ,4.4
260,SR0306020,FOLDING BRACKET M24           ,29.92
260,SR0306027,SCREW JACK TR35X5/ORMA,21.56
267,SR0306032,GRAVITY PAWL BRACKET,48.84
267,SR0306032NA,GRAVITY PAWL BRACKET,48.84
263,SR0306045,BRIO-WALER DU CONNECTOR,4.18
267,SR0306054,SHORT GRAVITY PAWL            ,33.22
267,SR0306059,ADJUSTABLE SLAB BRACKET,64.46
267,SR0306072,ADJUSTABLE BRACKET            ,19.14
267,SR0331000,CLIMBING BRACKET CR-250 ROLL-B,441.44
267,SR0331009,PIPE BRACE WALER HEAD         ,14.74
267,SR0331010,WALER LIFTING HOOK            ,13.42
258,SR0331013,CRANK SPINDLE TR53,2.6
261,SR0331020,CR250 BRACKET W/O ROLLBACK,157
260,SR0331030,HANDLE CR                     ,1.85
267,SR0333002,R/B WALKWAY BRACKET           ,32.38
267,SR0333003,HANGING PLATFORM WALER 4,99.88
266,SR0333004,WALER FIXING HOOK             ,5.06
267,SR0333005,ENKOFORM ADJUSTMENT JACK      ,13.42
260,SR0333006,ORMA ADJUSTMENT JACK          ,12.98
267,SR0333007,HANGING PLATFORM WALER 2,24.2
267,SR0333008,LADDER C2.1,31.02
267,SR0333009,LADDER C3,42.68
267,SR0333010,LADDER FIXER,3.52
267,SR0333011,LADDER HANGER,3.52
267,SR0333012,LADDER PROTECTION,28.82
267,SR0333013,LADDER HATCH                  ,24.86
267,SR0333014,PIPE BRACE TR63X6 2.04-2.72   ,102.48
267,SR0333016,WIND SLING FIXER M30,5.28
267,SR0333018,WIND SLING 12 (5T),6.23
267,SR0335126,REDUCING SETBACK,5.7
267,SR0335130,SELF CLIMBING BRACKET SHOE NV,134.2
267,SR0335148,CONTROL PLAT. INT. HANDRAIL,54.12
260,SR0335153,PIN W/HEAD D20X100            ,0.64
261,SR0335166,CRANK SETBACK ATR,0.74
267,SR0335169,EXTERNAL HANDRAIL SUPPORT,13.2
267,SR0335176,"CONTROL PLAT. EXT. HANDRAIL T3,8 CE",94.6
267,SR0335182,SELF-CLIMBING NARROW BRACKET,448.8
267,SR0335190,LOWER LEVEL PLATFORM BASE,62.04
267,SR0335202,LADDER ACCESS BRACKET,20.3
267,SR0335202NA,LADDER ACCESS BRACKET,20.3
260,SR0335226,PIN C/CAB D32X135,2.13
257,SR0335240,ATR-B BRACKET MK,380
267,SR0335245,ATR-B BRACKET BODY MK,579.8
267,SR0335250,ATR-N NARROW BRACKET MK,453.2
260,SR0335255,PLATFORM SUPPORT 3MK,58.5
267,SR0335260,HANDRAIL SUPPORT MK,21.56
257,SR0335275,CONTROL MK HANDRAIL,73
260,SR0335280,CONTROL MK HANDRAIL T3.8,242.5
257,SR0335285,CONE MK HANDRAIL,83
257,SR0336000,TELESCOPIC HEAD ATR-P,218
258,SR0336023,DOUBLE WHEEL ATR-P,79
258,SR0336029,DOUBLE WHEEL SUPPORT ATR-P,21
267,SR0336039,SINGLE SHOE ATR-P,29.2
267,SR0336049,LONG CONNECTION TUBE ATR,35.2
267,SR0336050,SHORT CONNECTION TUBE ATR,22.88
267,SR0336051,SPACE TUBE ATR,7.04
267,SR0336052,VM20 CLAMP ATR,2.2
267,SR0336054,INSIDE PIPE BRACE CONECTOR ATR,7.04
267,SR0336055,PROFILE PIPE BRACE CONECTOR ATR,6.6
267,SR0336055NA,PROFILE PIPE BRACE CONECTOR ATR,6.6
267,SR0336062,STOP END ATR,7.7
267,SR0336065,TROLLEY HOIST ATR 2TN,69.08
267,SR0336067,HOIST ATR 2TN,49.06
257,SR0336076,DIAGONAL HEAD ATR-P,36.9
257,SR0336081,HEAD DIAGONAL SUPPORT ATR-P,28.4
261,SR0336084,SINGLE WHEEL ATR-P,63.5
261,SR0336084NA,SINGLE WHEEL ATR-P,63.5
257,SR0336091,BEAM DIAGONAL ATR-P,46.4
257,SR0336094,ROLL BACK SUPPORT 2 ATR-P,11.8
257,SR0336202,"BEAM DU-240/0,25M ATR-P",52
257,SR0336210,"BEAM DU-240/1,25M ATR-P",52
257,SR0336222,"BEAM DU-240/2,75M ATR-P",239
257,SR0336226,BEAM DU-240/3.25M ATR-P,280
260,SR0338000,CLIMBING HEADREST SUP,69.52
260,SR0338001,CLIMBING HEADREST INF,63.36
267,SR0338002,UPPER CLIMBING HEAD NV,66.66
267,SR0338071,LOWER  CLIMBING HEAD NV,61.38
257,SR0338100,CYLINDER ATR 100 KN/660,45
267,SR0338101,6P MASTER HYDRAULIC POWER UNIT,1540
267,SR0338102,4P SLAVE HYDRAULIC POWER UNIT,1104.4
267,SR0338103,MASTER/SLAVE JOINT CABLE 15M,3.74
258,SR0338106,MALE HOSE COUPLER,0.77
258,SR0338107,FEMALE HOSE COUPLER,0.44
267,SR0338109,EMERGENCY STOPPER 7-10-10 ATR,0.66
260,SR0338112,PENDANT 6P ATR,3.3
267,SR0338114,AUTO HYDRAULIC POWER UNIT 4P,1106.7
267,SR0338116,6P AUTO HYDRAULIC POWER UNIT,1540
257,SR0338120,MALE HOSE 5M,1
257,SR0338121,FEMALE HOSE 5M,1.1
267,SR0338122,MALE HOSE 10M,8.36
267,SR0338123,FEMALE HOSE 10M,8.36
267,SR0338124,MALE HOSE 17M,12.98
267,SR0338125,FEMALE HOSE 17M,12.98
257,SR0338136,POWER UNIT ATR 6P BASIC,380
267,SR0338150,CYLINDER ATR 100 KN SIGNAL,94.82
260,SR0338205,MAST SHOE,13.13
267,SR0338229,MAST SAFETY PIN,9.68
267,SR0338229NA,MAST SAFETY PIN,9.68
267,SR0338239,MAST SHOE UNIVERSAL,9.46
260,SR0338261,"MAST 6,1",961.4
267,SR0338263,"MAST 6,3",61.38
267,SR0338267,"MAST 6,7",954.8
257,SR0338273,MAST 7.3,473
267,SR0339000,BRACKET PIN ATR,8.14
258,SR0339002,ANCHOR BRACKET NC,21
260,SR0339005,BRACKET SAFETY PIN ATR,2.2
260,SR0339005NA,BRACKET SAFETY PIN ATR,2.2
267,SR0339024,DOUBLE CONE NC WALL ANCHOR,39.6
267,SR0339026,DOUBLE CONE NC POSITIONER,3.74
267,SR0339030,DOUBLE CONE ANCHOR BRACKET,52.16
263,SR0339044,DOUBLE CONE 50MM COMPENSATION,20.02
258,SR0339050,WALL TIE,18.13
263,SR0339078,BOLT M30X130 DIN-912-10.9,2.13
267,SR0339080,BOLT M30X80 DIN-912-10.9  ,1.65
260,SR0661505,BUSHING D40 D20 L47           ,0.77
1043,SR06A,"CROSS BRACE 17-5/8""X7' (3X7)-BROWN",14.75
1043,SR06C,"CROSS BRACE 17-5/8""X5' (3X5)-YELLOW",10.25
1043,SR06D,"CROSS BRACE 45""X7' (5X7)-SILVER",16.25
1043,SR06F,"CROSS BRACE 45""X5' (5X5)-RED",13
1043,SR06H,"CROSS BRACE 17-5/8""X10' (8X10)-RED",18
263,SR0912371,CLAMP M20X500 2P/150X150,14.37
260,SR0915886,SHAFT TC M30X350,5.52
257,SR0915989,TIE ROD 20/0.18,0.46
267,SR0916578,ROLLING BEAM S-20 L=6M,261.8
261,SR0919125,HATCH HINGE,0.66
261,SR0919126,HATCH HANDLE,0.44
267,SR0919259,FLANGE PLATE,1.7
260,SR0924380,THREADED ROD M24X350-10.9,2.31
267,SR0926224,LOWER SUPPORT BRACKET,154.22
261,SR0926571,KNOT C,12.4
267,SR0926577,KNOT I,40.9
267,SR0926578,KNOT J,33.6
267,SR0926616,CONNECTION TUBE MC 120-240,37.95
267,SR0928118,BEAM MECC-240 3300,239.8
260,SR0928119,ADJUSTABLE SUPPORTING BRACKET MK,704
267,SR0928120,DIAGONAL 1 120X120X3 3380,91.74
267,SR0928121,DIAGONAL 2 120X120X3 3330,82.28
267,SR0928122,DIAGONAL 3 120X120X3 2025,49.94
267,SR0928123,DIAGONAL 4 120X120X3 2305,56.98
267,SR0928124,DIAGONAL 5 120X120X3 1880,46.42
267,SR0928125,DIAGONAL 6 120X120X3 2000,49.5
267,SR0928126,DIAGONAL 7 120X120X3 1860,45.98
267,SR0928127,DIAGONAL 8 120X120X3 3120,77
267,SR0928128,DIAGONAL 9 120X120X3 2780,68.64
260,SR0928129,"COMP. PLATE H=3,55X0,2 DW15",65.78
260,SR0928130,"COMP. CORNER PLATE H=3,45 DW15-IZQ",116.6
260,SR0928131,"COMP. CORNER PLATE H=3,45 DW15-DCHA",116.6
260,SR0928132,"COMP. PLATE H=0,5 90",18.92
260,SR0928133,"TIMBER BEAM VM20/0,60 3D17",6.16
260,SR0940144,TROLLEY HOIST SERIES - 500,26.46
260,SR0940145,HOIST SERIES - 622,22.05
260,SR0940223,SPECIAL CONNECTION PLATE,22.22
267,SR0940483,DIAGONAL 120X120X3 8875,23.6
258,SR0940655,CLAMP M20 150X150 L=400,6.4
258,SR0940755,"PROFILE MK-180/6,625",303.6
258,SR0940821,PROFILE MK-120/2,54.56
258,SR0940822,"PROFILE MK-120/2,875",78.32
258,SR0940823,PROFILE MK-120/4,110
267,SR0940824,"PROFILE MK-120/5,25",143
258,SR0940825,"PROFILE MK-120/6,5",178.2
260,SR0940826,DIAGONAL 3 RKS,137.28
267,SR0940827,MAIN SUPPORT RKS,47.3
260,SR0940828,ADDITIONAL PROFILE RKS,33
05,SR1000,FRAME SCAFD. STD 5WX3H W/PINS,27
010,SR100002,"BEAM HICO 6'6""-10""6""",52
011,SR100046,BEAM HICO 5-9 FT,28
07,SR100054,PLYWOOD 4FTX4FTX3/4IN (E&D),41.6
110,SR100055,"COLUMN FORM STEEL 18"" X 2' HD",72
110,SR100056,"COLUMN FORM STEEL 18"" X 1' HD",46
110,SR100057,"COLUMN FORM STEEL 18"" X 4' HD",140
0411,SR100077,"SIDE BRACKET 24"" (SBK2 SW)",10.1
080,SR100095,"FIBERGLASS COLUMN FORM 22"" X 12'",170.4
07,SR100097,"MUD SILL 10""X12""X12""",1
110,SR100099,"FIBERGLASS COLUMN FORM 28"" X 14'",192
110,SR100101,"FIBERGLASS COLUMN FORM 36"" X 15'",395
080,SR100106,"FIBERGLASS COLUMN FORM 30"" X 10'",184
0406,SR100109,ALROUND LADDER 3',10
0406,SR100110,ALROUND LADDER 6',21
0406,SR100111,ALROUND LADDER BRACKET,6
110,SR100113,"FIBERGLASS COLUMN FORM 36"" X 13'",299
110,SR100114,"FIBERGLASS COLUMN FORM 28"" X 12'",216
110,SR100115,"FIBERGLASS COLUMN FORM 30"" X 13'",247
110,SR100117,"FIBERGLASS COLUMN FORM 28"" X 15'",259
110,SR100118,"FIBERGLASS COLUMN FORM 28"" X 13'",225
110,SR100120,"FIBERGLASS COLUMN FORM 28"" X 17'",272
110,SR100124,"COLUMN FORM STEEL 26"" X 2'",133
110,SR100125,"COLUMN FORM STEEL 26"" X 1'",66.5
110,SR100126,"COLUMN FORM STEEL 26"" X 8'",532
110,SR100149,"FIBERGLASS COLUMN FORM 22"" X 10'",150
07,SR100152,INERTIA REEL,20
07,SR100153,HEAVY DUTY GUARD RAIL BASE PLATE,48
0406,SR100161,ALROUND LADDER 5',25
110,SR100170,"COLUMN FORM STEEL 32"" X 2'",97
110,SR100171,"COLUMN FORM STEEL 32"" X 4'",356
080,SR100333,TILT BRACE BIG G,219
110,SR100334,COLUMN STEEL 4 FT X 42 IN,55
0406,SR100366,"ALROUND SIDE BRKT 3'10"" (1.15M)",16
0406,SR100381,ALROUND BRACE 5FT 2IN(1.57M),18
110,SR100396,"FIBERGLASS COLUMN FORM 16"" X 14'",161
0411,SR100414,SURELOCK LEDGER .73M,7
210,SR100428,"COLUMN FORM STEEL 42"" X 2'",152
210,SR100437,"STEEL COLUMN 18"" X 2'",150
110,SR100438,"COLUMN FORM STEEL 18"" X 8'",804
010,SR100453,BEAM HICO 11'-19',106
110,SR100454,WALL PLUMBING BRACE,219
0411,SR100460,HORIZONTAL RUNNER BEARER 2' (SBR2 SW),7
05,SR100461,LADDER 2FT,7
110,SR100733,"FIBERGLASS COLUMN FORM 18"" X 16'",200
110,SR100738,"FIBERGLASS COLUMN FORM 24"" X 12'",186
110,SR100739,"FIBERGLASS COLUMN FORM 18"" X 9'",109
0406,SR100752,"ALROUND BRACE 10'1""",23
110,SR100756,"FIBERGLASS COLUMN FORM 24"" X 10'",70
110,SR100758,"FIBERGLASS COLUMN FORM 24"" X 11'",76
110,SR100759,"FIBERGLASS COLUMN FORM 20"" X 12'",106
110,SR100760,"FIBERGLASS COLUMN FORM 24"" X 8'",122
110,SR100761,"FIBERGLASS COLUMN FORM 24"" X 15'",228
110,SR100763,"FIBERGLASS COLUMN FORM 12"" X 10'",105
110,SR100769,"FIBERGLASS COLUMN FORM 36"" X 3'",69
110,SR100773,"FIBERGLASS COLUMN FORM 36"" X 18'",260
110,SR100777,"FIBERGLASS COLUMN FORM 36"" X 4'",81
110,SR100778,"COLUMN FORM STEEL 32"" X 8'",416
110,SR100785,"COLUMN FORM STEEL 26"" X 4'",311
190,SR100786,"FENCE 9'6"" KF 10",46
190,SR100787,"POST FENCE 9'6"" (MAX) KP 10",20
230,SR100788,BRACE 4' X 5' X 6',12
190,SR100789,"POST FENCE 12'6"" (MAX) KP 12",28.6
110,SR100792,"FIBERGLASS COLUMN FORM 18"" X 12'",100
110,SR100793,"FIBERGLASS COLUMN FORM 24"" X 18'",273
110,SR100796,"BOLT TRANSITION 5/8""",0.2
115,SR100797,"WALER 6"" X 16'",282
115,SR100799,"WALER 6"" X 6'",106
115,SR100801,WALER SPLICE CHANNEL,32
115,SR100802,PANEL WALER CONNECTOR,2.6
110,SR100803,"BOLT J 8 1/2""",0.7
110,SR100804,"BOLT J 11 1/2""",1
110,SR100805,"PLATE WASHER 1 1/2"" X 6""",1.5
110,SR100806,"NUT FIT UP 5/8""",0.1
110,SR100807,"BOLT FIT UP 5/6"" X 6""",0.5
110,SR100808,"BOLT FIT UP 5/8"" X 6""",0.5
110,SR100813,ADJUSTABLE SHEARWALL BRACKET,32
060,SR100815,TRUSS EXTENSION LEG INNER STEEL 8',25
110,SR100816,"TIE TAPER 36""X3/4"" TO 1""",24
110,SR100817,"COLUMN FORM CIVIL 36"" X 4'",265
110,SR100818,"COLUMN FORM CIVIL 36"" X 1'",165
110,SR100819,"COLUMN FORM CIVIL 48"" X 1'",139
110,SR100820,"COLUMN FORM CIVIL 48"" X 8'",635
110,SR100821,"COLUMN FORM ADJ. CIVIL 48"" X 2'",158
110,SR100822,"COLUMN FORM ADJ. CIVIL 36"" X 4'",243
110,SR100823,OUTSIDE CORNER M/F 1',7
110,SR100824,"NUT SPEED 3/4""",0.2
110,SR100825,"BOLT SPEED 3/4"" X 2""",0.4
110,SR100826,PANEL M/F 6'X 1',172
110,SR100827,PANEL M/F 6'X 8',851
110,SR100828,"COLUMN FORM CIVIL 36"" X 8'",487
120,SR100831,CORNER OUTSIDE STRUCFORM 12',70
120,SR100832,PANEL STRUCFORM 2' X 4FT,28
120,SR100835,OUTSIDE HINGE STRUCFORM 8FT,52
120,SR100836,OUTSIDE HINGE STRUCFORM 4FT,28
120,SR100837,ANGLE CONNECTING ULTIMATE,3.5
110,SR100838,FILLER ANGLE STRUCFORM 8',33
120,SR100839,FILLER ANGLE STRUCFORM 4FT,16
120,SR100840,OUTSIDE CORNER STRUCFORM 10FT,58
110,SR100841,COLUMN FORM LIFT ANGLE,8
120,SR100842,"BOLT STRUCFORM 5/8"" X 2""",0.24
120,SR100843,"BOLT STRUCFORM 5/8"" X 4""",0.47
120,SR100844,"COIL NUT TRUCFORM 5/8""",0.12
120,SR100845,"SHIM 1/8""",0.1
120,SR100846,"SHIM 1/16""",0.2
110,SR100848,"FIBERGLASS COLUMN FORM 38"" X 10'",230
110,SR100849,"FIBERGLASS COLUMN FORM 38"" X 3'",70
110,SR100850,"FIBERGLASS COLUMN FORM 34""X 10'",205
110,SR100851,"FIBERGLASS COLUMN FORM 34"" X 3'",62
110,SR100852,"COLUMN FORM STEEL 30"" X 1'",92
110,SR100853,"COLUMN FORM STEEL 30"" X 2'",165
110,SR100854,"COLUMN FORM STEEL 30"" X 4'",341
110,SR100859,"COLUMN FORM STEEL 20"" X 24'",1418
110,SR100860,"COLUMN FORM STEEL 36"" X 24'",2496
110,SR100867,"COLUMN FORM STEEL 42""X3'",431
110,SR100868,"FIBERGLASS COLUMN FORM 18"" X 3'",28
220,SR100869,"9'8"" TO 18' DOKA POST SHORE (20-550)",76.28
110,SR100870,"COLUMN FORM STEEL 24"" X 10'",608
110,SR100871,"FIBERGLASS COLUMN FORM 20"" X 16'",110
011,SR101,BEAM ANTHES 8FT,30
07,SR10229,"HH BOLT ASS'Y 1/2""X150MM GR. 8.8",0.05
07,SR10230,"HH BOLT ASS'Y 1/2""X200MM GR. 8.8",0.09
07,SR10231,"HH BOLT ASS'Y 1/2""X250MM GR. 8.8",0.11
07,SR10232,"HH BOLT ASS'Y 1/2""X300MM GR. 8.8",0.79
08,SR10243,STORAGE RACK/FORMING & SHORING,118
020,SR10244,TRUSS END BRACKET-ALUMINUM,4.28
2103,SR1025080,"POST SHORE, 25K (HILITE)",71.45
05,SR1026,STAIR SECTION- MODIFIED,96
010,SR10264,ALUMA BEAM 165 5.4M,72
011,SR10265,ALUMA BEAM 165 2.1M,27.61
2103,SR1030300,ALUM. FRAME 4'WX5'H,26.75
2103,SR1031400,"TUBE, 30"" EXT",3.17
2103,SR1031800,"PIN, EXT SUPPORT (HI-LITE)",3.17
2103,SR1032200,"SWIVEL SCREWJACK 24""",14.2
2101,SR1032201,"STABILIZER, SCREWJACK RED 24"" (HILITE)",0.1
2103,SR1032202,"SCREW JACK 24"", BLUE W 8X10 U HD (HILITE)",0.1
2103,SR1032203,"SCREW JACK 24"",RED W 8X10 U HD (HILITE)",0.1
